geocode_input,match,match_type,match_address,longitude,latitude,parcel_number,join_type,log_id,street_number,street_direction,street_name,street_suffix,street_unit,zip_code
"23610 S WESTERN AVE, , CA, 90710",Match,Exact,"23610 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870775999995,33.81134437600008,640421501,L,26445,23610,S,WESTERN,AVE,A,90710
"23610 S WESTERN AVE, , CA, 90710",Match,Exact,"23610 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870775999995,33.81134437600008,640421501,L,34263,23610,S,WESTERN,AVE,B,90710
"23610 S WESTERN AVE, , CA, 90710",Match,Exact,"23610 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870775999995,33.81134437600008,640421501,L,34261,23610,S,WESTERN,AVE,C,90710
"23610 S WESTERN AVE, , CA, 90710",Match,Exact,"23610 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870775999995,33.81134437600008,640421501,L,34262,23610,S,WESTERN,AVE,D,90710
"23612 S WESTERN AVE, , CA, 90710",Match,Exact,"23612 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870489999995,33.81132316500003,640421501,L,26452,23612,S,WESTERN,AVE,A,90710
"23612 S WESTERN AVE, , CA, 90710",Match,Exact,"23612 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870489999995,33.81132316500003,640421501,L,34282,23612,S,WESTERN,AVE,B,90710
"23612 S WESTERN AVE, , CA, 90710",Match,Exact,"23612 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870489999995,33.81132316500003,640421501,L,34283,23612,S,WESTERN,AVE,C,90710
"23612 S WESTERN AVE, , CA, 90710",Match,Exact,"23612 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870489999995,33.81132316500003,640421501,L,34284,23612,S,WESTERN,AVE,D,90710
"23614 S WESTERN AVE, , CA, 90710",Match,Exact,"23614 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870203999996,33.811301953000054,640421501,L,26442,23614,S,WESTERN,AVE,A,90710
"23614 S WESTERN AVE, , CA, 90710",Match,Exact,"23614 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870203999996,33.811301953000054,640421501,L,34254,23614,S,WESTERN,AVE,B,90710
"23614 S WESTERN AVE, , CA, 90710",Match,Exact,"23614 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870203999996,33.811301953000054,640421501,L,34253,23614,S,WESTERN,AVE,C,90710
"23614 S WESTERN AVE, , CA, 90710",Match,Exact,"23614 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30870203999996,33.811301953000054,640421501,L,34252,23614,S,WESTERN,AVE,D,90710
"23620 S WESTERN AVE, , CA, 90710",Match,Exact,"23620 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30869240999999,33.81123858900003,640421501,L,26444,23620,S,WESTERN,AVE,A,90710
"23620 S WESTERN AVE, , CA, 90710",Match,Exact,"23620 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30869240999999,33.81123858900003,640421501,L,34258,23620,S,WESTERN,AVE,B,90710
"23620 S WESTERN AVE, , CA, 90710",Match,Exact,"23620 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30869240999999,33.81123858900003,640421501,L,34260,23620,S,WESTERN,AVE,C,90710
"23620 S WESTERN AVE, , CA, 90710",Match,Exact,"23620 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30869240999999,33.81123858900003,640421501,L,34259,23620,S,WESTERN,AVE,D,90710
"23622 S WESTERN AVE, , CA, 90710",Match,Exact,"23622 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868881699996,33.81121745400003,640421501,L,26443,23622,S,WESTERN,AVE,A,90710
"23622 S WESTERN AVE, , CA, 90710",Match,Exact,"23622 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868881699996,33.81121745400003,640421501,L,34255,23622,S,WESTERN,AVE,B,90710
"23622 S WESTERN AVE, , CA, 90710",Match,Exact,"23622 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868881699996,33.81121745400003,640421501,L,34256,23622,S,WESTERN,AVE,C,90710
"23622 S WESTERN AVE, , CA, 90710",Match,Exact,"23622 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868881699996,33.81121745400003,640421501,L,34257,23622,S,WESTERN,AVE,D,90710
"23624 S WESTERN AVE, , CA, 90710",Match,Exact,"23624 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868522399999,33.81119632000008,640421501,L,26441,23624,S,WESTERN,AVE,A,90710
"23624 S WESTERN AVE, , CA, 90710",Match,Exact,"23624 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868522399999,33.81119632000008,640421501,L,34249,23624,S,WESTERN,AVE,B,90710
"23624 S WESTERN AVE, , CA, 90710",Match,Exact,"23624 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868522399999,33.81119632000008,640421501,L,34250,23624,S,WESTERN,AVE,C,90710
"23624 S WESTERN AVE, , CA, 90710",Match,Exact,"23624 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30868522399999,33.81119632000008,640421501,L,34251,23624,S,WESTERN,AVE,D,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,26437,24110,S,WESTERN,AVE,A,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34231,24110,S,WESTERN,AVE,B,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34232,24110,S,WESTERN,AVE,C,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34233,24110,S,WESTERN,AVE,D,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34234,24110,S,WESTERN,AVE,E,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34235,24110,S,WESTERN,AVE,F,90710
"24110 S WESTERN AVE, , CA, 90710",Match,Exact,"24110 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30743906499998,33.80631898000007,653204344,L,34236,24110,S,WESTERN,AVE,G,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,26438,24210,S,WESTERN,AVE,A,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34237,24210,S,WESTERN,AVE,B,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34238,24210,S,WESTERN,AVE,C,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34239,24210,S,WESTERN,AVE,D,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34240,24210,S,WESTERN,AVE,E,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34241,24210,S,WESTERN,AVE,F,90710
"24210 S WESTERN AVE, , CA, 90710",Match,Exact,"24210 WESTERN AVE, HARBOR CITY, CA, 90710",-118.30739097499998,33.80568852700003,653204344,L,34242,24210,S,WESTERN,AVE,G,90710
"953 S WESTGATE AVE, , CA, 90049",Match,Exact,"953 S WESTGATE AVE, LOS ANGELES, CA, 90049",-118.46731472299996,34.049892886000066,141566948,R,26496,953,S,WESTGATE,AVE,,90049
"955 S WESTGATE AVE, , CA, 90049",Match,Exact,"955 S WESTGATE AVE, LOS ANGELES, CA, 90049",-118.46728447299995,34.04986699800003,141566948,R,34589,955,S,WESTGATE,AVE,,90049
"1515 S WESTHOLME AVE, , CA, 90024",Match,Exact,"1515 WESTHOLME AVE, LOS ANGELES, CA, 90024",-118.43192816899995,34.05761477800007,141567951,R,28756,1515,S,WESTHOLME,AVE,,90024
"1517 S WESTHOLME AVE, , CA, 90024",Match,Exact,"1517 WESTHOLME AVE, LOS ANGELES, CA, 90024",-118.43190790899996,34.05758860800006,141567951,R,28757,1517,S,WESTHOLME,AVE,,90024
"1519 S WESTHOLME AVE, , CA, 90024",Match,Exact,"1519 WESTHOLME AVE, LOS ANGELES, CA, 90024",-118.43188764799999,34.05756243900004,141567951,R,28758,1519,S,WESTHOLME,AVE,,90024
"1521 S WESTHOLME AVE, , CA, 90024",Match,Exact,"1521 WESTHOLME AVE, LOS ANGELES, CA, 90024",-118.43186738799994,34.057536269000025,141567951,R,25531,1521,S,WESTHOLME,AVE,,90024
"1523 S WESTHOLME AVE, , CA, 90024",Match,Exact,"1523 WESTHOLME AVE, LOS ANGELES, CA, 90024",-118.43184712799996,34.05751010000006,141567951,R,28759,1523,S,WESTHOLME,AVE,,90024
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,26163,5121,N,WESTPARK,DR,101,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32476,5121,N,WESTPARK,DR,102,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32477,5121,N,WESTPARK,DR,103,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32471,5121,N,WESTPARK,DR,104,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32478,5121,N,WESTPARK,DR,105,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32479,5121,N,WESTPARK,DR,106,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32474,5121,N,WESTPARK,DR,107,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32473,5121,N,WESTPARK,DR,108,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32472,5121,N,WESTPARK,DR,109,91601
"5121 N WESTPARK DR, , CA, 91601",Match,Exact,"5121 WESTPARK DR, N HOLLYWOOD, CA, 91601",-118.38263120799996,34.16331993500006,141564907,L,32475,5121,N,WESTPARK,DR,110,91601
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,25553,100,S,WETHERLY,DR,1,90048
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,28851,100,S,WETHERLY,DR,2,90048
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,28852,100,S,WETHERLY,DR,3,90048
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,28853,100,S,WETHERLY,DR,4,90048
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,28854,100,S,WETHERLY,DR,5,90048
"100 S WETHERLY DR, , CA, 90048",Match,Exact,"100 S WETHERLY DR, LOS ANGELES, CA, 90048",-118.38872518499994,34.075155592000044,141572026,L,28855,100,S,WETHERLY,DR,6,90048
"930 N WHITE KNOLL DR, , CA, 90012",Match,Exact,"930 WHITE KNOLL DR, LOS ANGELES, CA, 90012",-118.24781566299998,34.06789181700003,141617872,R,25666,930,N,WHITE KNOLL,DR,1,90012
"930 N WHITE KNOLL DR, , CA, 90012",Match,Exact,"930 WHITE KNOLL DR, LOS ANGELES, CA, 90012",-118.24781566299998,34.06789181700003,141617872,R,29644,930,N,WHITE KNOLL,DR,2,90012
"930 N WHITE KNOLL DR, , CA, 90012",Match,Exact,"930 WHITE KNOLL DR, LOS ANGELES, CA, 90012",-118.24781566299998,34.06789181700003,141617872,R,29643,930,N,WHITE KNOLL,DR,3,90012
"930 N WHITE KNOLL DR, , CA, 90012",Match,Exact,"930 WHITE KNOLL DR, LOS ANGELES, CA, 90012",-118.24781566299998,34.06789181700003,141617872,R,29645,930,N,WHITE KNOLL,DR,4,90012
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,26570,5305,N,WHITE OAK,AVE,A,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,35515,5305,N,WHITE OAK,AVE,B,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,35516,5305,N,WHITE OAK,AVE,C,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,26569,5305,N,WHITE OAK,AVE,D,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,35507,5305,N,WHITE OAK,AVE,E,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,35509,5305,N,WHITE OAK,AVE,F,91316
"5305 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5305 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855507899995,34.16741575000003,648165189,L,35508,5305,N,WHITE OAK,AVE,G,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35517,5315,N,WHITE OAK,AVE,A,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35514,5315,N,WHITE OAK,AVE,G,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35513,5315,N,WHITE OAK,AVE,H,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35512,5315,N,WHITE OAK,AVE,J,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35511,5315,N,WHITE OAK,AVE,K,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35510,5315,N,WHITE OAK,AVE,L,91316
"5315 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5315 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855475999997,34.16752628900008,648165189,L,35518,5315,N,WHITE OAK,AVE,M,91316
"5325 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5325 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855444199998,34.16763682800007,648165189,L,35519,5325,N,WHITE OAK,AVE,A,91316
"5325 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5325 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855444199998,34.16763682800007,648165189,L,35520,5325,N,WHITE OAK,AVE,B,91316
"5325 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5325 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855444199998,34.16763682800007,648165189,L,26571,5325,N,WHITE OAK,AVE,C,91316
"5325 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5325 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855444199998,34.16763682800007,648165189,L,35521,5325,N,WHITE OAK,AVE,D,91316
"5325 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5325 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855444199998,34.16763682800007,648165189,L,35522,5325,N,WHITE OAK,AVE,E,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,26567,5335,N,WHITE OAK,AVE,A,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35501,5335,N,WHITE OAK,AVE,B,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35502,5335,N,WHITE OAK,AVE,C,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35496,5335,N,WHITE OAK,AVE,D,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35497,5335,N,WHITE OAK,AVE,E,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35495,5335,N,WHITE OAK,AVE,F,91316
"5335 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5335 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855412299994,34.16774736800005,648165189,L,35494,5335,N,WHITE OAK,AVE,G,91316
"5345 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5345 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855380499995,34.16785790700004,648165189,L,35503,5345,N,WHITE OAK,AVE,A,91316
"5345 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5345 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855380499995,34.16785790700004,648165189,L,26568,5345,N,WHITE OAK,AVE,H,91316
"5345 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5345 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855380499995,34.16785790700004,648165189,L,35506,5345,N,WHITE OAK,AVE,J,91316
"5345 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5345 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855380499995,34.16785790700004,648165189,L,35505,5345,N,WHITE OAK,AVE,K,91316
"5345 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5345 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855380499995,34.16785790700004,648165189,L,35504,5345,N,WHITE OAK,AVE,L,91316
"5365 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5365 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855297299994,34.16818333200007,648165190,L,26565,5365,N,WHITE OAK,AVE,A,91316
"5365 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5365 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855297299994,34.16818333200007,648165190,L,35498,5365,N,WHITE OAK,AVE,B,91316
"5365 N WHITE OAK AVE, , CA, 91316",Match,Exact,"5365 WHITE OAK AVE, ENCINO, CA, 91316",-118.51855297299994,34.16818333200007,648165190,L,35499,5365,N,WHITE OAK,AVE,C,91316
"4247 N WHITSETT AVE, , CA, 91604",Match,Exact,"4247 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520212799998,34.147611177000044,141565398,L,26266,4247,N,WHITSETT,AVE,1,91604
"4247 N WHITSETT AVE, , CA, 91604",Match,Exact,"4247 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520212799998,34.147611177000044,141565398,L,33081,4247,N,WHITSETT,AVE,2,91604
"4247 N WHITSETT AVE, , CA, 91604",Match,Exact,"4247 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520212799998,34.147611177000044,141565398,L,33082,4247,N,WHITSETT,AVE,3,91604
"4247 N WHITSETT AVE, , CA, 91604",Match,Exact,"4247 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520212799998,34.147611177000044,141565398,L,33083,4247,N,WHITSETT,AVE,4,91604
"4327 N WHITSETT AVE, , CA, 91604",Match,Exact,"4327 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520544399999,34.149106876000076,141565394,L,26265,4327,N,WHITSETT,AVE,,91604
"4329 N WHITSETT AVE, , CA, 91604",Match,Exact,"4329 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520551499998,34.14913860300004,141565394,L,33077,4329,N,WHITSETT,AVE,,91604
"4331 N WHITSETT AVE, , CA, 91604",Match,Exact,"4331 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520558499998,34.14917033000006,141565394,L,33078,4331,N,WHITSETT,AVE,,91604
"4333 N WHITSETT AVE, , CA, 91604",Match,Exact,"4333 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520565499997,34.149202057000025,141565394,L,33079,4333,N,WHITSETT,AVE,,91604
"4335 N WHITSETT AVE, , CA, 91604",Match,Exact,"4335 WHITSETT AVE, N HOLLYWOOD, CA, 91604",-118.40520572599996,34.149233784000046,141565394,L,33080,4335,N,WHITSETT,AVE,,91604
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,25499,4900,N,WHITSETT,AVE,1,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28543,4900,N,WHITSETT,AVE,2,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28544,4900,N,WHITSETT,AVE,3,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28549,4900,N,WHITSETT,AVE,4,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28546,4900,N,WHITSETT,AVE,5,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28547,4900,N,WHITSETT,AVE,6,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28548,4900,N,WHITSETT,AVE,7,91607
"4900 N WHITSETT AVE, , CA, 91607",Match,Exact,"4900 WHITSETT AVE, N HOLLYWOOD, CA, 91607",-118.40521941899999,34.159526597000024,141563897,R,28545,4900,N,WHITSETT,AVE,8,91607
"6126 N WHITSETT AVE, , CA, 91606",Match,Exact,"6126 WHITSETT AVE, N HOLLYWOOD, CA, 91606",-118.40523919499998,34.18167809400006,141563314,R,26482,6126,N,WHITSETT,AVE,1,91606
"6126 N WHITSETT AVE, , CA, 91606",Match,Exact,"6126 WHITSETT AVE, N HOLLYWOOD, CA, 91606",-118.40523919499998,34.18167809400006,141563314,R,34456,6126,N,WHITSETT,AVE,2,91606
"6126 N WHITSETT AVE, , CA, 91606",Match,Exact,"6126 WHITSETT AVE, N HOLLYWOOD, CA, 91606",-118.40523919499998,34.18167809400006,141563314,R,34455,6126,N,WHITSETT,AVE,3,91606
"6126 N WHITSETT AVE, , CA, 91606",Match,Exact,"6126 WHITSETT AVE, N HOLLYWOOD, CA, 91606",-118.40523919499998,34.18167809400006,141563314,R,34454,6126,N,WHITSETT,AVE,4,91606
"11953 W WICKS ST, , CA, 91352",Match,Exact,"11953 WICKS ST, SUN VALLEY, CA, 91352",-118.39308029999995,34.23448650900008,141552797,R,28718,11953,W,WICKS,ST,,91352
"11955 W WICKS ST, , CA, 91352",Match,Exact,"11955 WICKS ST, SUN VALLEY, CA, 91352",-118.39310935999998,34.23446519100003,141552797,R,28719,11955,W,WICKS,ST,,91352
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,25530,10654,W,WILKINS,AVE,1,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28754,10654,W,WILKINS,AVE,2,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28751,10654,W,WILKINS,AVE,3,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28750,10654,W,WILKINS,AVE,4,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28753,10654,W,WILKINS,AVE,5,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28752,10654,W,WILKINS,AVE,6,90024
"10654 W WILKINS AVE, , CA, 90024",Match,Exact,"10654 WILKINS AVE, LOS ANGELES, CA, 90024",-118.43325143699997,34.05660061900005,141567962,L,28755,10654,W,WILKINS,AVE,7,90024
"5307 N WILKINSON AVE, , CA, 91607",Match,Exact,"5307 WILKINSON AVE, N HOLLYWOOD, CA, 91607",-118.40415903899998,34.166921057000025,141563808,L,26279,5307,N,WILKINSON,AVE,A 1,91607
"5307 N WILKINSON AVE, , CA, 91607",Match,Exact,"5307 WILKINSON AVE, N HOLLYWOOD, CA, 91607",-118.40415903899998,34.166921057000025,141563808,L,33165,5307,N,WILKINSON,AVE,A 10,91607
